medication_id,medication_name,drug_class,dose_band,dominant_effect,pharmacological_target,receptor_or_mechanism,anxiety_score,sleep_score,mood_score,energy_score,cognition_score,sedation_risk,weight_gain_risk,extrapyramidal_risk,explanation_for_motor,current_source_status,source_required,source_reference,integration_status,drug_class_source,dose_band_source,dominant_effect_source,pharmacological_target_source,receptor_or_mechanism_source,anxiety_score_source,sleep_score_source,mood_score_source,energy_score_source,cognition_score_source,sedation_risk_source,weight_gain_risk_source,extrapyramidal_risk_source,source_legend
cariprazina,Cariprazina,Antipsicotico atipico parcial D3/D2,"1,5 mg/dia: inicial e faixa usada em depressao bipolar/potencializacao conforme jurisdicao. 3-6 mg/dia: maior efeito antiman?aco/antipsicotico. (DM/ANVISA/ST-E/CANMAT/ISBD)",MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA/ST-E/CANMAT/ISBD),"psicose, mania, depressao bipolar, potencializacao (DM/ANVISA/ST-E/CANMAT/ISBD)",Agonismo parcial D3/D2 com perfil antipsicotico; metabolitos de meia-vida prolongada. (DM/ANVISA/ST-E/CANMAT/ISBD),1,0,5,3,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Cariprazina: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Vraylar; Anvisa quando aplicavel; CANMAT/ISBD; Stahl,FDA/Vraylar; Anvisa quando aplicavel; CANMAT/ISBD; Stahl; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b5f7c65-aa2d-452a-b3db-bc85c06ff12f,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Vraylar; Anvisa quando aplicavel; CANMAT/ISBD; Stahl,FDA/Vraylar; Anvisa quando aplicavel; CANMAT/ISBD; Stahl,FDA/Vraylar; Anvisa quando aplicavel; CANMAT/ISBD; Stahl,FDA/Vraylar; Anvisa quando aplicavel; CANMAT/ISBD; Stahl,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
brexpiprazol,Brexpiprazol,Antipsicotico atipico parcial D2/5HT1A,"0,5-1 mg/dia: inicio/titulacao. 1-3 mg/dia: potencializacao antidepressiva. 2-4 mg/dia: faixa antipsicotica comum. (DM/ST-E/Maudsley/APA)",MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ST-E/Maudsley/APA),"psicose, potencializacao, depressao resistente (DM/ST-E/Maudsley/APA)",Agonista parcial D2/5-HT1A e antagonista 5-HT2A; maior dose aumenta acatisia e efeitos metabolicos. (DM/ST-E/Maudsley/APA),1,1,5,2,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Brexpiprazol: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Rexulti; Stahl; APA; Maudsley,FDA/Rexulti; Stahl; APA; Maudsley; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2d301358-6291-4ec1-bd87-37b4ad9bd850,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Rexulti; Stahl; APA; Maudsley,FDA/Rexulti; Stahl; APA; Maudsley,FDA/Rexulti; Stahl; APA; Maudsley,FDA/Rexulti; Stahl; APA; Maudsley,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
acamprosato,Acamprosato,Dependencia quimica,Dose usual depende de peso e funcao renal. Esquema adulto frequente: 666 mg tres vezes/dia. Nao trata intoxicacao nem abstinencia aguda. (DM/ANVISA/APA/NICE),MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA/APA/NICE),"alcool, abstinencia manutencao (DM/ANVISA/APA/NICE)",Modulacao glutamatergica/GABAergica; beneficio depende de adesao. (DM/ANVISA/APA/NICE),1,0,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Acamprosato: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Campral; NICE alcool; APA Alcohol Use Disorder; Anvisa,FDA/Campral; NICE alcool; APA Alcohol Use Disorder; Anvisa; DM:PENDENTE_PESQUISAR; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f2bf6742-4b85-45e2-8daa-0f9bfc75a128,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Campral; NICE alcool; APA Alcohol Use Disorder; Anvisa,FDA/Campral; NICE alcool; APA Alcohol Use Disorder; Anvisa,FDA/Campral; NICE alcool; APA Alcohol Use Disorder; Anvisa,FDA/Campral; NICE alcool; APA Alcohol Use Disorder; Anvisa,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
dissulfiram,Dissulfiram,Dependencia quimica,250 mg/dia: dose de manutencao frequente. Faixa aproximada 125-500 mg/dia conforme protocolo. Inibe aldeido-desidrogenase; alcool provoca reacao potencialmente grave. (DM/ANVISA/APA/NICE),MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA/APA/NICE),"alcool, abstinencia manutencao supervisionada (DM/ANVISA/APA/NICE)",Inibicao da aldeido-desidrogenase; nao reduz craving diretamente. (DM/ANVISA/APA/NICE),0,0,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Dissulfiram: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Antabuse; NICE alcool; APA; Anvisa,FDA/Antabuse; NICE alcool; APA; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d3832a1a-a140-49c1-a7df-134fa81341e3,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Antabuse; NICE alcool; APA; Anvisa,FDA/Antabuse; NICE alcool; APA; Anvisa,FDA/Antabuse; NICE alcool; APA; Anvisa,FDA/Antabuse; NICE alcool; APA; Anvisa,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
naloxona,Naloxona,Antagonista opioide emergencia,"Dose depende de via e resposta respiratoria; pode ser repetida. Objetivo e restaurar ventilacao, nao despertar completamente. (DM)",MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM),"overdose opioide, depressao respiratoria (DM)","Antagonismo opioide, especialmente receptor mu; duracao pode ser menor que a do opioide. (DM)",0,0,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Naloxona: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Narcan e formulacoes injetaveis; WHO overdose; protocolos de emergencia,FDA/Narcan e formulacoes injetaveis; WHO overdose; protocolos de emergencia; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2e807ed0-6df3-47b5-b7ee-b421c5bf0aa7,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Narcan e formulacoes injetaveis; WHO overdose; protocolos de emergencia,FDA/Narcan e formulacoes injetaveis; WHO overdose; protocolos de emergencia,FDA/Narcan e formulacoes injetaveis; WHO overdose; protocolos de emergencia,FDA/Narcan e formulacoes injetaveis; WHO overdose; protocolos de emergencia,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
buprenorfina,Buprenorfina,Agonista parcial opioide,Inducao deve considerar tipo e momento do ultimo opioide. Manutencao comum 8-24 mg/dia sublingual; formulacoes injetaveis mensais possuem esquemas proprios. (DM/ANVISA),MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA),"transtorno por uso de opioides, dor (DM/ANVISA)",Agonista parcial mu com efeito teto relativo para depressao respiratoria; pode precipitar abstinencia. (DM/ANVISA),1,1,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Buprenorfina: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,"FDA/Subutex, Suboxone, Sublocade, Brixadi; SAMHSA/ASAM; Anvisa","FDA/Subutex, Suboxone, Sublocade, Brixadi; SAMHSA/ASAM; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2e807ed0-6df3-47b5-b7ee-b421c5bf0aa7",backlog_only,Fonte enviada pelo fundador; revisao formal pendente,"FDA/Subutex, Suboxone, Sublocade, Brixadi; SAMHSA/ASAM; Anvisa","FDA/Subutex, Suboxone, Sublocade, Brixadi; SAMHSA/ASAM; Anvisa","FDA/Subutex, Suboxone, Sublocade, Brixadi; SAMHSA/ASAM; Anvisa","FDA/Subutex, Suboxone, Sublocade, Brixadi; SAMHSA/ASAM; Anvisa",Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
metadona,Metadona,Agonista opioide,Inducao conservadora devido a meia-vida longa e acumulo. Dose de manutencao individualizada; nao existe faixa unica segura. (DM/ANVISA),MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA),"transtorno por uso de opioides, dor (DM/ANVISA)","Agonismo opioide mu; maior exposicao aumenta sedacao, depressao respiratoria e QT. (DM/ANVISA)",1,2,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Metadona: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Dolophine ou Methadose; SAMHSA/ASAM; WHO; Anvisa,FDA/Dolophine ou Methadose; SAMHSA/ASAM; WHO; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=13541167-95f4-4cb9-9d7d-3c1aced5c5f6,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Dolophine ou Methadose; SAMHSA/ASAM; WHO; Anvisa,FDA/Dolophine ou Methadose; SAMHSA/ASAM; WHO; Anvisa,FDA/Dolophine ou Methadose; SAMHSA/ASAM; WHO; Anvisa,FDA/Dolophine ou Methadose; SAMHSA/ASAM; WHO; Anvisa,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
donepezila,Donepezila,Inibidor acetilcolinesterase,5 mg/dia: inicio. 10 mg/dia: manutencao comum apos tolerabilidade. 23 mg/dia: formulacao/indicacao especifica para Alzheimer moderado-grave. (DM/ANVISA/NICE),MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA/NICE),"cognicao, Alzheimer (DM/ANVISA/NICE)","Inibicao da acetilcolinesterase; maior dose aumenta nauseas, diarreia, bradicardia e sincope. (DM/ANVISA/NICE)",0,0,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Donepezila: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Aricept; NICE demencia; Anvisa,FDA/Aricept; NICE demencia; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=98e451e1-e4d7-4439-a675-c5457ba20975,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Aricept; NICE demencia; Anvisa,FDA/Aricept; NICE demencia; Anvisa,FDA/Aricept; NICE demencia; Anvisa,FDA/Aricept; NICE demencia; Anvisa,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
rivastigmina,Rivastigmina,Inibidor acetilcolinesterase,"Oral: iniciar frequentemente 1,5 mg duas vezes/dia com titulacao gradual. Adesivo possui doses proprias. Maior dose aumenta efeitos colinergicos e perda de peso. (DM/ANVISA/NICE)",MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA/NICE),"cognicao, Alzheimer, Parkinson demencia (DM/ANVISA/NICE)",Inibicao de acetilcolinesterase/butirilcolinesterase; perfil colinergico. (DM/ANVISA/NICE),0,0,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Rivastigmina: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Exelon; NICE demencia; Anvisa,FDA/Exelon; NICE demencia; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=52781229-ee82-43f9-a113-4419a611978d,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Exelon; NICE demencia; Anvisa,FDA/Exelon; NICE demencia; Anvisa,FDA/Exelon; NICE demencia; Anvisa,FDA/Exelon; NICE demencia; Anvisa,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
galantamina,Galantamina,Inibidor acetilcolinesterase,8 mg/dia: inicio em formulacoes prolongadas. 16-24 mg/dia: manutencao. (DM/ANVISA/NICE),MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA/NICE),"cognicao, Alzheimer (DM/ANVISA/NICE)",Inibidor da acetilcolinesterase e modulador nicotinico; maior exposicao aumenta efeitos GI e bradicardia. (DM/ANVISA/NICE),0,0,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Galantamina: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Razadyne; NICE demencia; Anvisa,FDA/Razadyne; NICE demencia; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=18fd8860-d9ab-1b17-e063-6294a90aad9a,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Razadyne; NICE demencia; Anvisa,FDA/Razadyne; NICE demencia; Anvisa,FDA/Razadyne; NICE demencia; Anvisa,FDA/Razadyne; NICE demencia; Anvisa,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
memantina,Memantina,Antagonista NMDA,5 mg/dia: inicio. Titulacao semanal. 20 mg/dia: alvo usual com funcao renal preservada. (DM/ANVISA/NICE),MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA/NICE),"cognicao, Alzheimer moderado-grave (DM/ANVISA/NICE)","Antagonismo NMDA; maior dose aumenta tontura, confusao e constipacao. (DM/ANVISA/NICE)",0,0,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Memantina: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Namenda; NICE demencia; Anvisa,FDA/Namenda; NICE demencia; Anvisa; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=becb09dc-174d-4817-88d4-f38c8adcd309,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Namenda; NICE demencia; Anvisa,FDA/Namenda; NICE demencia; Anvisa,FDA/Namenda; NICE demencia; Anvisa,FDA/Namenda; NICE demencia; Anvisa,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
prometazina,Prometazina,Antihistaminico sedativo,"Dose depende da indicacao e via. Antagonismo H1 intenso causa sedacao; efeitos anticolinergicos e alfa-adrenergicos. Maior dose aumenta delirium, hipotensao e depressao do SNC. (DM/ANVISA/GG)",MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/ANVISA/GG),"sedacao, nausea, alergia, agitacao protocolo (DM/ANVISA/GG)",Antagonismo H1 com efeitos anticolinergicos e alfa-adrenergicos; nao e antipsicotico. (DM/ANVISA/GG),1,5,0,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Prometazina: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Phenergan; Anvisa; protocolos de agitacao; Goodman & Gilman,FDA/Phenergan; Anvisa; protocolos de agitacao; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3983d6d3-8bf4-4a88-962f-9bf72fd6e685,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Phenergan; Anvisa; protocolos de agitacao; Goodman & Gilman,FDA/Phenergan; Anvisa; protocolos de agitacao; Goodman & Gilman,FDA/Phenergan; Anvisa; protocolos de agitacao; Goodman & Gilman,FDA/Phenergan; Anvisa; protocolos de agitacao; Goodman & Gilman,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
droperidol,Droperidol,Antipsicotico de urgencia/antiemetico,Dose depende da via e finalidade. Doses baixas: antiemetico/sedacao. Doses para agitacao: maior antagonismo D2 e sedacao com monitorizacao. (DM/GG),MESMO_MECANISMO_MAIOR_EXPOSICAO_OU_PERFIL_DEPENDENTE_DE_CONTEXTO (DM/GG),"agitacao aguda, nausea, sedacao (DM/GG)","Antagonismo D2; risco QT, hipotensao e sintomas extrapiramidais. (DM/GG)",1,4,3,0,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,Droperidol: registro preliminar adicional. Usar apenas como suporte em revisao ate confirmacao por bula/formulacao adotada no Brasil.,official_label_located_pending_formal_review,FDA/Inapsine; protocolos de emergencia/agita??o; Goodman & Gilman,FDA/Inapsine; protocolos de emergencia/agita??o; Goodman & Gilman; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=147e033d-d997-4ef6-8bb5-a9ba372590b2,backlog_only,Fonte enviada pelo fundador; revisao formal pendente,FDA/Inapsine; protocolos de emergencia/agita??o; Goodman & Gilman,FDA/Inapsine; protocolos de emergencia/agita??o; Goodman & Gilman,FDA/Inapsine; protocolos de emergencia/agita??o; Goodman & Gilman,FDA/Inapsine; protocolos de emergencia/agita??o; Goodman & Gilman,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,Tabela preliminar adicional; revisar,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,PENDENTE_PESQUISAR,TM=Tabela Motor/local; DM=DailyMed/FDA; ST-E=Stahl Essential; ST-PG=Stahl Prescriber; GG=Goodman Gilman; APA=American Psychiatric Association; NICE=NICE; EMA=European Medicines Agency; ANVISA=Agencia regulatoria brasileira
