medication_name,disease_or_context,role,status,phase,notes,source_reference,review_status,official_indication_match,official_indications_summary,official_source_anchor,evidence_review_status,next_review_action,runtime_eligible
Lamotrigina,Transtorno bipolar - manutencao,manutencao_bipolar,principal_ou_conforme_diretriz,manutencao,"Diferenciar prevencao de mania, depressao ou ambos os polos.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Epilepsy | Bipolar Disorder,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=55f41c7e-03a6-b84c-e063-6294a90a7d82#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Quetiapina,Transtorno bipolar - manutencao,manutencao_bipolar,principal_ou_conforme_diretriz,manutencao,"Diferenciar prevencao de mania, depressao ou ambos os polos.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Schizophrenia | Bipolar Disorder | Special Considerations in Treating Pediatric Schizophrenia and Bipolar I Disorder,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643d339-50ea-405d-e063-6394a90a3b70#1. INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Valproato,Transtorno bipolar - manutencao,manutencao_bipolar,principal_ou_conforme_diretriz,manutencao,"Diferenciar prevencao de mania, depressao ou ambos os polos.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Epilepsy | Important Limitations,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4b619f73-44e5-4a99-b425-a96cb2228c87#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Divalproato,Transtorno bipolar - manutencao,manutencao_bipolar,principal_ou_conforme_diretriz,manutencao,"Diferenciar prevencao de mania, depressao ou ambos os polos.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Mania | Epilepsy | Migraine | Important Limitations,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4ef6c5fd-42b2-4419-9b5a-e6d63571e3a0#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Carbamazepina,Transtorno bipolar - manutencao,manutencao_bipolar,principal_ou_conforme_diretriz,manutencao,"Diferenciar prevencao de mania, depressao ou ambos os polos.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Epilepsy | Trigeminal Neuralgia,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8d409411-aa9f-4f3a-a52c-fbcb0c3ec053#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Aripiprazol,Transtorno bipolar - manutencao,manutencao_bipolar,principal_ou_conforme_diretriz,manutencao,"Diferenciar prevencao de mania, depressao ou ambos os polos.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Aripiprazole oral solution is indicated for the treatment of: • Schizophrenia [see Clinical Studies (14.1)] • Acute Treatment of Manic and Mixed Episodes associated with,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=042b725c-1c17-4cfb-80b2-c841226d795e#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Olanzapina,Transtorno bipolar - manutencao,manutencao_bipolar,principal_ou_conforme_diretriz,manutencao,"Diferenciar prevencao de mania, depressao ou ambos os polos.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Schizophrenia | Bipolar I Disorder (Manic or Mixed Episodes) | Monotherapy | Adjunctive Therapy to Lithium or Valproate | Special Considerations in Treating Pediatric Schizophrenia and Bipolar I Disorder | Olanzapine and Fluoxetine in Combination: Depressive Episodes Associated with Bipolar I Disorder | Olanzapine and Fluoxetine in Combination: Treatment Resistant Depression,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Aripiprazol,Esquizofrenia e transtornos psicoticos,tratamento_antipsicotico,principal_ou_conforme_diretriz,aguda/manutencao,"Considerar EPS, prolactina, metabolismo, sedacao, QT, anticolinergismo e adesao.",NICE CG178; texto fundador,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Aripiprazole oral solution is indicated for the treatment of: • Schizophrenia [see Clinical Studies (14.1)] • Acute Treatment of Manic and Mixed Episodes associated with,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=042b725c-1c17-4cfb-80b2-c841226d795e#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Clorpromazina,Esquizofrenia e transtornos psicoticos,tratamento_antipsicotico,principal_ou_conforme_diretriz,aguda/manutencao,"Considerar EPS, prolactina, metabolismo, sedacao, QT, anticolinergismo e adesao.",NICE CG178; texto fundador,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,For the management of manifestations of psychotic disorders. For the treatment of schizophrenia. To control nausea and vomiting. For relief of restlessness and apprehension before,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa086a21-de85-4b03-af58-49b70acf8cf0#INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Clozapina,Esquizofrenia e transtornos psicoticos,tratamento_antipsicotico,principal_ou_conforme_diretriz,aguda/manutencao,"Considerar EPS, prolactina, metabolismo, sedacao, QT, anticolinergismo e adesao.",NICE CG178; texto fundador,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Treatment-Resistant Schizophrenia | Reduction in the Risk of Recurrent Suicidal Behavior in Schizophrenia or Schizoaffective Disorder,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Haloperidol,Esquizofrenia e transtornos psicoticos,tratamento_antipsicotico,principal_ou_conforme_diretriz,aguda/manutencao,"Considerar EPS, prolactina, metabolismo, sedacao, QT, anticolinergismo e adesao.",NICE CG178; texto fundador,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Haloperidol injection is indicated for the treatment of patients with schizophrenia.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e2eed126-cb82-42b1-9b48-9cbeb6873b50#INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Levomepromazina,Esquizofrenia e transtornos psicoticos,tratamento_antipsicotico,principal_ou_conforme_diretriz,aguda/manutencao,"Considerar EPS, prolactina, metabolismo, sedacao, QT, anticolinergismo e adesao.",NICE CG178; texto fundador,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,,,official_indication_source_missing,locate_alternate_official_source,false
Lurasidona,Esquizofrenia e transtornos psicoticos,tratamento_antipsicotico,principal_ou_conforme_diretriz,aguda/manutencao,"Considerar EPS, prolactina, metabolismo, sedacao, QT, anticolinergismo e adesao.",NICE CG178; texto fundador,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Lurasidone hydrochloride tablets are indicated for: Treatment of adult and adolescent patients (13 to 17 years) with schizophrenia [see Clinical Studies (14.1)]. Monotherapy treatment of,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b3e9cc86-0c5c-444f-ab57-f4d1a6865035#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Olanzapina,Esquizofrenia e transtornos psicoticos,tratamento_antipsicotico,principal_ou_conforme_diretriz,aguda/manutencao,"Considerar EPS, prolactina, metabolismo, sedacao, QT, anticolinergismo e adesao.",NICE CG178; texto fundador,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Schizophrenia | Bipolar I Disorder (Manic or Mixed Episodes) | Monotherapy | Adjunctive Therapy to Lithium or Valproate | Special Considerations in Treating Pediatric Schizophrenia and Bipolar I Disorder | Olanzapine and Fluoxetine in Combination: Depressive Episodes Associated with Bipolar I Disorder | Olanzapine and Fluoxetine in Combination: Treatment Resistant Depression,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Quetiapina,Esquizofrenia e transtornos psicoticos,tratamento_antipsicotico,principal_ou_conforme_diretriz,aguda/manutencao,"Considerar EPS, prolactina, metabolismo, sedacao, QT, anticolinergismo e adesao.",NICE CG178; texto fundador,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Schizophrenia | Bipolar Disorder | Special Considerations in Treating Pediatric Schizophrenia and Bipolar I Disorder,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643d339-50ea-405d-e063-6394a90a3b70#1. INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Risperidona,Esquizofrenia e transtornos psicoticos,tratamento_antipsicotico,principal_ou_conforme_diretriz,aguda/manutencao,"Considerar EPS, prolactina, metabolismo, sedacao, QT, anticolinergismo e adesao.",NICE CG178; texto fundador,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Schizophrenia | Bipolar Mania | Irritability Associated with Autistic Disorder,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Tioridazina,Esquizofrenia e transtornos psicoticos,tratamento_antipsicotico,principal_ou_conforme_diretriz,aguda/manutencao,"Considerar EPS, prolactina, metabolismo, sedacao, QT, anticolinergismo e adesao.",NICE CG178; texto fundador,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Thioridazine hydrochloride tablets are indicated for the management of schizophrenic patients who fail to respond adequately to treatment with other antipsychotic drugs. Due to the,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1fd16a99-e856-4a37-9dae-c443714fac14#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Clozapina,Esquizofrenia resistente,tratamento_esquizofrenia_resistente,restrito_com_monitorizacao_obrigatoria,resistente,Pre-requisito: falha de tratamentos antipsicoticos adequados; monitorizacao hematologica e clinica obrigatoria.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Treatment-Resistant Schizophrenia | Reduction in the Risk of Recurrent Suicidal Behavior in Schizophrenia or Schizoaffective Disorder,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=883b5d43-0339-7dc1-f775-93791fb9b978#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Haloperidol,Agitacao ou psicose aguda,manejo_agitacao_psicose_aguda,contextual,aguda,"Nao sao intercambiaveis; avaliar delirium, intoxicacao/abstinencia, mania, demencia, QT, hipotensao e depressao respiratoria.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Haloperidol injection is indicated for the treatment of patients with schizophrenia.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e2eed126-cb82-42b1-9b48-9cbeb6873b50#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Olanzapina,Agitacao ou psicose aguda,manejo_agitacao_psicose_aguda,contextual,aguda,"Nao sao intercambiaveis; avaliar delirium, intoxicacao/abstinencia, mania, demencia, QT, hipotensao e depressao respiratoria.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Schizophrenia | Bipolar I Disorder (Manic or Mixed Episodes) | Monotherapy | Adjunctive Therapy to Lithium or Valproate | Special Considerations in Treating Pediatric Schizophrenia and Bipolar I Disorder | Olanzapine and Fluoxetine in Combination: Depressive Episodes Associated with Bipolar I Disorder | Olanzapine and Fluoxetine in Combination: Treatment Resistant Depression,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0ecbf540-572e-4ca4-b694-18ca1cd1c194#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Risperidona,Agitacao ou psicose aguda,manejo_agitacao_psicose_aguda,contextual,aguda,"Nao sao intercambiaveis; avaliar delirium, intoxicacao/abstinencia, mania, demencia, QT, hipotensao e depressao respiratoria.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Schizophrenia | Bipolar Mania | Irritability Associated with Autistic Disorder,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643c32b-310e-4888-e063-6394a90ab62f#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Quetiapina,Agitacao ou psicose aguda,manejo_agitacao_psicose_aguda,contextual,aguda,"Nao sao intercambiaveis; avaliar delirium, intoxicacao/abstinencia, mania, demencia, QT, hipotensao e depressao respiratoria.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Schizophrenia | Bipolar Disorder | Special Considerations in Treating Pediatric Schizophrenia and Bipolar I Disorder,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5643d339-50ea-405d-e063-6394a90a3b70#1. INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Aripiprazol,Agitacao ou psicose aguda,manejo_agitacao_psicose_aguda,contextual,aguda,"Nao sao intercambiaveis; avaliar delirium, intoxicacao/abstinencia, mania, demencia, QT, hipotensao e depressao respiratoria.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Aripiprazole oral solution is indicated for the treatment of: • Schizophrenia [see Clinical Studies (14.1)] • Acute Treatment of Manic and Mixed Episodes associated with,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=042b725c-1c17-4cfb-80b2-c841226d795e#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Clorpromazina,Agitacao ou psicose aguda,manejo_agitacao_psicose_aguda,contextual,aguda,"Nao sao intercambiaveis; avaliar delirium, intoxicacao/abstinencia, mania, demencia, QT, hipotensao e depressao respiratoria.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,For the management of manifestations of psychotic disorders. For the treatment of schizophrenia. To control nausea and vomiting. For relief of restlessness and apprehension before,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aa086a21-de85-4b03-af58-49b70acf8cf0#INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Levomepromazina,Agitacao ou psicose aguda,manejo_agitacao_psicose_aguda,contextual,aguda,"Nao sao intercambiaveis; avaliar delirium, intoxicacao/abstinencia, mania, demencia, QT, hipotensao e depressao respiratoria.",Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,,,official_indication_source_missing,locate_alternate_official_source,false
Doxepina,Insonia,uso_por_efeito_sedativo,off_label_ou_contextual,,Impedir que efeito adverso sedativo vire automaticamente indicacao formal para insonia; quetiapina isolada para insonia nao rotineira.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,true,Doxepin tablets are indicated for the treatment of insomnia characterized by difficulty with sleep maintenance. The clinical trials performed in support of efficacy were up,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1#1 INDICATIONS AND USAGE,official_label_indication_match,editorial_review_of_indication_and_role,false
Trazodona,Insonia,uso_por_efeito_sedativo,off_label_ou_contextual,,Impedir que efeito adverso sedativo vire automaticamente indicacao formal para insonia; quetiapina isolada para insonia nao rotineira.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Trazodone hydrochloride tablets are indicated for the treatment of major depressive disorder (MDD) in adults.,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5bc5f266-6c0e-4b9a-b6e0-ea694928b948#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
Mirtazapina,Insonia,uso_por_efeito_sedativo,off_label_ou_contextual,,Impedir que efeito adverso sedativo vire automaticamente indicacao formal para insonia; quetiapina isolada para insonia nao rotineira.,Texto fundador Uso por Doenca; NICE/Guideline quando indicado,REFERENCIA_MAPEADA_PENDENTE_REVISAO_FORMAL,false,Mirtazapine tablets are indicated for the treatment of major depressive disorder (MDD) in adults [see Clinical Studies (14)].,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727#1 INDICATIONS AND USAGE,no_direct_label_match_guideline_or_off_label_review_required,validate_in_guideline_or_systematic_evidence,false
