medication_id,medication_name,drug_class,condition_or_context,condition_key,dose_effect_band,dose_effect_min,dose_effect_max,dose_effect_goal,dominant_effect,mechanism_or_target,condition_range,condition_range_min,condition_range_max,range_source,strategy_if_below_range,strategy_if_within_range_partial_response,strategy_if_within_range_no_response,strategy_if_above_range,strategy_if_range_missing,dose_effect_source,evidence_status,notes
doxepina,Doxepina,Triciclico,Dor neuropatica ou sindromes dolorosas,dor,3–6 mg à noite: bloqueio H1 relativamente seletivo → tratamento da insônia; não corresponde a dose antidepressiva. (DM/ST-E/GG),1,6,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,TAG,TAG,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),10,25,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),75-150 (TM/T1),75,150,TM/Aba 1/TAG,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,panico,panico,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),10,25,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),100-200 (TM/T1),100,200,TM/Aba 1/panico,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,fobia social,fobia_social,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),10,25,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),75-150 (TM/T1),75,150,TM/Aba 1/fobia social,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,TOC,TOC,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),10,25,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),100-200 (TM/T1),100,200,TM/Aba 1/TOC,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,depressao melancolica,depressao_melancolica,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),10,25,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),100-200 (TM/T1),100,200,TM/Aba 1/depressao melancolica,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,depressao ansiosa,depressao_ansiosa,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),10,25,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),100-200 (TM/T1),100,200,TM/Aba 1/depressao ansiosa,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,depressao com agitacao/agressividade,depressao_com_agitacao_agressiva,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),10,25,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),100-200 (TM/T1),100,200,TM/Aba 1/depressao com agitacao/agressividade,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,compulsao,compulsao,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),10,25,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),100-200 (TM/T1),100,200,TM/Aba 1/compulsao,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,bulimia/anorexia,bulimia_anorexia,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),10,25,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),100-200 B (TM/T1),100,200,TM/Aba 1/bulimia/anorexia,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,ideacao suicida,ideacao_suicida,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),10,25,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),100-200 (TM/T1),100,200,TM/Aba 1/ideacao suicida,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,Insonia,,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),10,25,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,Dor neuropatica ou sindromes dolorosas,dor,10–25 mg/dia: sedação e efeitos anticolinérgicos mais evidentes; ainda geralmente abaixo da faixa antidepressiva clássica. (DM/ST-E/GG),10,25,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),nao cadastrado,,,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,TAG,TAG,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),75,150,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),75-150 (TM/T1),75,150,TM/Aba 1/TAG,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,panico,panico,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),75,150,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),100-200 (TM/T1),100,200,TM/Aba 1/panico,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,fobia social,fobia_social,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),75,150,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),75-150 (TM/T1),75,150,TM/Aba 1/fobia social,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,TOC,TOC,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),75,150,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),100-200 (TM/T1),100,200,TM/Aba 1/TOC,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,depressao melancolica,depressao_melancolica,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),75,150,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),100-200 (TM/T1),100,200,TM/Aba 1/depressao melancolica,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,depressao ansiosa,depressao_ansiosa,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),75,150,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),100-200 (TM/T1),100,200,TM/Aba 1/depressao ansiosa,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,depressao com agitacao/agressividade,depressao_com_agitacao_agressiva,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),75,150,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),100-200 (TM/T1),100,200,TM/Aba 1/depressao com agitacao/agressividade,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,compulsao,compulsao,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),75,150,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),100-200 (TM/T1),100,200,TM/Aba 1/compulsao,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
doxepina,Doxepina,Triciclico,bulimia/anorexia,bulimia_anorexia,75–150 mg/dia: efeito antidepressivo tricíclico. (DM/ST-E/GG),75,150,"humor, dor, sono",MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),MUDANCA_CLINICA_RELEVANTE_COM_A_DOSE. (DM/ST-E/GG),100-200 B (TM/T1),100,200,TM/Aba 1/bulimia/anorexia,considerar_otimizacao_de_dose_ate_faixa_por_quadro,revisar_alvo_residual_tempo_adesao_e_considerar_troca_ou_associacao,considerar_substituicao_ou_revisao_diagnostica,revisar_seguranca_reducao_ou_troca,nao_afirmar_otimizacao_sem_faixa_por_quadro_cadastrada,"FDA/Silenor Prescribing Information; DailyMed, Doxepin Hydrochloride Capsules; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c42333f8-1add-4f33-9458-6fe4436874a1",source_reference_mapped_pending_formal_review,"Motor 2 cruza receita atual, dose-efeito e faixa por quadro. Uso para suporte a decisao medica; nao prescritivo."
