medication_name,drug_class,condition_or_context,condition_key,audit_status,condition_range,dose_effect_min,dose_effect_max,range_source,dose_effect_source,missing_fields
Litio,Estabilizador de humor,Transtorno bipolar - mania/hipomania,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.6,1,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_LITHIUM; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=049902a9-3af1-4863-994e-15f36e7a9793",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Litio,Estabilizador de humor,Transtorno bipolar - manutencao,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.6,1,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_LITHIUM; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=049902a9-3af1-4863-994e-15f36e7a9793",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Litio,Estabilizador de humor,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.6,1,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_LITHIUM; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=049902a9-3af1-4863-994e-15f36e7a9793",condition_range | condition_range_min | condition_range_max | range_source
Litio,Estabilizador de humor,Depressao resistente,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.8,1.2,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_LITHIUM; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=049902a9-3af1-4863-994e-15f36e7a9793",condition_range | condition_range_min | condition_range_max | range_source
Litio,Estabilizador de humor,Transtorno bipolar - episodio depressivo,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.8,1.2,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_LITHIUM; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=049902a9-3af1-4863-994e-15f36e7a9793",condition_range | condition_range_min | condition_range_max | range_source
Litio,Estabilizador de humor,Transtorno bipolar - mania/hipomania,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.8,1.2,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_LITHIUM; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=049902a9-3af1-4863-994e-15f36e7a9793",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Litio,Estabilizador de humor,Transtorno bipolar - manutencao,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.8,1.2,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_LITHIUM; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=049902a9-3af1-4863-994e-15f36e7a9793",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Litio,Estabilizador de humor,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,0.8,1.2,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_LITHIUM; CANMAT_ISBD; MAUDSLEY;
STAHL_ESSENTIAL; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=049902a9-3af1-4863-994e-15f36e7a9793",condition_range | condition_range_min | condition_range_max | range_source
Lurasidona,Antipsicotico atipico,Transtorno bipolar - episodio depressivo,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,20,120,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_LATUDA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b3e9cc86-0c5c-444f-ab57-f4d1a6865035",condition_range | condition_range_min | condition_range_max | range_source
Lurasidona,Antipsicotico atipico,Transtorno bipolar - mania/hipomania,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,20,120,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_LATUDA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b3e9cc86-0c5c-444f-ab57-f4d1a6865035",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Lurasidona,Antipsicotico atipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,20,120,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_LATUDA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b3e9cc86-0c5c-444f-ab57-f4d1a6865035",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Lurasidona,Antipsicotico atipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,20,120,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_LATUDA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b3e9cc86-0c5c-444f-ab57-f4d1a6865035",condition_range | condition_range_min | condition_range_max | range_source
Lurasidona,Antipsicotico atipico,Transtorno bipolar - episodio depressivo,depressao_ansiosa,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,40,160,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_LATUDA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b3e9cc86-0c5c-444f-ab57-f4d1a6865035",condition_range | condition_range_min | condition_range_max | range_source
Lurasidona,Antipsicotico atipico,Transtorno bipolar - mania/hipomania,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,40,160,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_LATUDA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b3e9cc86-0c5c-444f-ab57-f4d1a6865035",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Lurasidona,Antipsicotico atipico,Esquizofrenia e transtornos psicoticos,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,40,160,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_LATUDA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b3e9cc86-0c5c-444f-ab57-f4d1a6865035",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Lurasidona,Antipsicotico atipico,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,40,160,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA_LATUDA; STAHL_ESSENTIAL; STAHL_PG;
GOODMAN_GILMAN; MAUDSLEY; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b3e9cc86-0c5c-444f-ab57-f4d1a6865035",condition_range | condition_range_min | condition_range_max | range_source
Mianserina,Tetraciclico,Insonia,,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,1,30,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"Mianserin Summary of Product Characteristics; British National Formulary; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:PENDENTE_PESQUISAR",condition_key | dose_effect_band | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source | dose_effect_source
Mianserina,Tetraciclico,Anorexia nervosa,bulimia_anorexia,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,1,30,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"Mianserin Summary of Product Characteristics; British National Formulary; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:PENDENTE_PESQUISAR",dose_effect_band | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source | dose_effect_source
Mianserina,Tetraciclico,Insonia,,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,30,60,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"Mianserin Summary of Product Characteristics; British National Formulary; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:PENDENTE_PESQUISAR",condition_key | dose_effect_band | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source | dose_effect_source
Mianserina,Tetraciclico,Anorexia nervosa,bulimia_anorexia,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,30,60,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"Mianserin Summary of Product Characteristics; British National Formulary; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:PENDENTE_PESQUISAR",dose_effect_band | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source | dose_effect_source
Mianserina,Tetraciclico,Insonia,,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,90,90,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"Mianserin Summary of Product Characteristics; British National Formulary; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:PENDENTE_PESQUISAR",condition_key | dose_effect_band | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source | dose_effect_source
Mianserina,Tetraciclico,Anorexia nervosa,bulimia_anorexia,RESEARCH_REQUIRED_NO_COMPARABLE_RANGE,nao cadastrado,90,90,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"Mianserin Summary of Product Characteristics; British National Formulary; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; DM:PENDENTE_PESQUISAR",dose_effect_band | dominant_effect | mechanism_or_target | condition_range | condition_range_min | condition_range_max | range_source | dose_effect_source
Mirtazapina,NaSSA,Insonia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,7.5,15,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727,condition_key | condition_range | condition_range_min | condition_range_max | range_source
Mirtazapina,NaSSA,Fibromialgia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,7.5,15,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727,condition_key | condition_range | condition_range_min | condition_range_max | range_source
Mirtazapina,NaSSA,Transtornos alimentares - comorbidades,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,7.5,15,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727,condition_range | condition_range_min | condition_range_max | range_source
Mirtazapina,NaSSA,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,7.5,15,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727,condition_range | condition_range_min | condition_range_max | range_source
Mirtazapina,NaSSA,Insonia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,7.5,7.5,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727,condition_key | condition_range | condition_range_min | condition_range_max | range_source
Mirtazapina,NaSSA,Fibromialgia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,7.5,7.5,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727,condition_key | condition_range | condition_range_min | condition_range_max | range_source
Mirtazapina,NaSSA,Transtornos alimentares - comorbidades,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,7.5,7.5,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727,condition_range | condition_range_min | condition_range_max | range_source
Mirtazapina,NaSSA,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,7.5,7.5,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727,condition_range | condition_range_min | condition_range_max | range_source
Mirtazapina,NaSSA,Insonia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,15,30,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727,condition_key | condition_range | condition_range_min | condition_range_max | range_source
Mirtazapina,NaSSA,Fibromialgia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,15,30,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727,condition_key | condition_range | condition_range_min | condition_range_max | range_source
Mirtazapina,NaSSA,Transtornos alimentares - comorbidades,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,15,30,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727,condition_range | condition_range_min | condition_range_max | range_source
Mirtazapina,NaSSA,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,15,30,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727,condition_range | condition_range_min | condition_range_max | range_source
Mirtazapina,NaSSA,Insonia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,30,45,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727,condition_key | condition_range | condition_range_min | condition_range_max | range_source
Mirtazapina,NaSSA,Fibromialgia,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,30,45,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727,condition_key | condition_range | condition_range_min | condition_range_max | range_source
Mirtazapina,NaSSA,Transtornos alimentares - comorbidades,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,30,45,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727,condition_range | condition_range_min | condition_range_max | range_source
Mirtazapina,NaSSA,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,30,45,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,FDA_REMERON; STAHL_ESSENTIAL; STAHL_PG; GOODMAN_GILMAN; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2a0689ae-5650-42d1-ac9d-56dd2b467727,condition_range | condition_range_min | condition_range_max | range_source
Naltrexona,Dependencia quimica,Transtorno por uso de opioides,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,25,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Revia Prescribing Information; APA Guideline for Alcohol Use Disorder; NICE Alcohol-use Disorders Guideline; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56055980-d23b-ec7d-e063-6394a90a9cc2",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Naltrexona,Dependencia quimica,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,25,25,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Revia Prescribing Information; APA Guideline for Alcohol Use Disorder; NICE Alcohol-use Disorders Guideline; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56055980-d23b-ec7d-e063-6394a90a9cc2",condition_range | condition_range_min | condition_range_max | range_source
Naltrexona,Dependencia quimica,Transtorno por uso de opioides,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,50,50,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Revia Prescribing Information; APA Guideline for Alcohol Use Disorder; NICE Alcohol-use Disorders Guideline; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56055980-d23b-ec7d-e063-6394a90a9cc2",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Naltrexona,Dependencia quimica,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,50,50,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Revia Prescribing Information; APA Guideline for Alcohol Use Disorder; NICE Alcohol-use Disorders Guideline; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56055980-d23b-ec7d-e063-6394a90a9cc2",condition_range | condition_range_min | condition_range_max | range_source
Naltrexona,Dependencia quimica,Transtorno por uso de opioides,,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,100,100,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Revia Prescribing Information; APA Guideline for Alcohol Use Disorder; NICE Alcohol-use Disorders Guideline; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56055980-d23b-ec7d-e063-6394a90a9cc2",condition_key | condition_range | condition_range_min | condition_range_max | range_source
Naltrexona,Dependencia quimica,Anorexia nervosa,bulimia_anorexia,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,100,100,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Revia Prescribing Information; APA Guideline for Alcohol Use Disorder; NICE Alcohol-use Disorders Guideline; Goodman & Gilman, 14ª ed.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56055980-d23b-ec7d-e063-6394a90a9cc2",condition_range | condition_range_min | condition_range_max | range_source
Nortriptilina,Triciclico,Dor neuropatica ou sindromes dolorosas,dor,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,10,25,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Pamelor Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aee2c1a1-d848-4c3b-8c6d-8a4f6ce94c28",condition_range | condition_range_min | condition_range_max | range_source
Nortriptilina,Triciclico,Dor neuropatica ou sindromes dolorosas,dor,USE_DOSE_EFFECT_PENDING_CONDITION_RANGE,nao cadastrado,50,100,TM/Aba 1 consultada; par medicamento-quadro nao cadastrado,"FDA/Pamelor Prescribing Information; Stahl, 5ª ed.; Goodman & Gilman, 14ª ed.; Maudsley.; DM:https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aee2c1a1-d848-4c3b-8c6d-8a4f6ce94c28",condition_range | condition_range_min | condition_range_max | range_source
